"PLANEJAMENTO ACADÊMICO DCC
2024.2",,,,,,,,,,,,,,,,
DISCIPLINA,TURMA,NOME DISCIPLINA,Combinar,SEGUNDA,TERÇA,QUARTA,QUINTA,SEXTA,SABADO,COLEGIADO,CALOUROS,CONCLUINTES,OUTROS,TOTAL,CH,DOCENTE
OBRIGATÓRIAS DA GRADUAÇÃO,,,,,,,,,,,,,,,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATA40,1,ESTRUTURAS DE DADOS E ALGORITMOS I,,,16:40 - 18:30,,16:40 - 18:30,,,112 - Ciência da Computação,0,0,45,45,4,Sérgio
MATA40,2,ESTRUTURAS DE DADOS E ALGORITMOS I,,18:30 - 20:20,,18:30 - 20:20,,,,188 - Eng.de Controle e Automação de Processos,0,5,40,45,4,Apolinário
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATA40,3,ESTRUTURAS DE DADOS E ALGORITMOS I,,,20:20 - 22:10,,20:20 - 22:10,,,186 - Engenharia da Computação - Noturno,0,0,30,30,4,SUB 03
,,,,,,,,,,189 - Interdisciplinar em Ciência e Tecno.-NOT,0,0,5,5,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATA47,1,LÓGICA PARA COMPUTAÇÃO,,,18:30 - 20:20,,18:30 - 20:20,,,112 - Ciência da Computação,0,0,40,40,4,Steffen 
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,15,15,,
MATA48,1,ARQUITETURA DE COMPUTADORES,,,14:50 - 16:40,,14:50 - 16:40,,,112 - Ciência da Computação,0,0,40,40,4,Hiago (docente a contratar)
,,,,,,,,,,188 - Eng.de Controle e Automação de Processos,0,1,14,15,,
MATA48,2,ARQUITETURA DE COMPUTADORES,,20:20 - 22:10,,20:20 - 22:10,,,,186 - Engenharia da Computação - Noturno,0,0,5,5,4,Hiago (docente a contratar)
,,,,,,,,,,188 - Eng.de Controle e Automação de Processos,0,1,29,30,,
,,,,,,,,,,189 - Interdisciplinar em Ciência e Tecno.-NOT,0,0,15,15,,
MATA49,1,PROGRAMAÇÃO DE SOFTWARE BÁSICO,,,,13:00 - 14:50,,13:00 - 14:50,,112 - Ciência da Computação,0,0,45,45,4,Hiago (docente a contratar)
,,,,,,,,,,"881 - Interdisci. em Ciênc., Tecno. e Inovação",0,0,5,5,,
MATA49,2,PROGRAMAÇÃO DE SOFTWARE BÁSICO,,18:30 - 20:20,,18:30 - 20:20,,,,186 - Engenharia da Computação - Noturno,0,0,20,20,4,SUB 03
,,,,,,,,,,195 - Sistemas de Informação - Noturno,0,0,20,20,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,10,10,,
MATA50,1,LINGUAGENS FORMAIS E AUTÔMATOS,,,13:00 - 14:50,,13:00 - 14:50,,,112 - Ciência da Computação,0,0,40,40,4,Roberto (DCI)
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,10,10,,
MATA51,1,TEORIA DA COMPUTAÇÃO,,,18:30 - 20:20,,18:30 - 20:20,,,186 - Engenharia da Computação - Noturno,0,0,30,30,4,Felipe
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,10,10,,
,,,,,,,,,,183 - Matemática - Noturno,0,0,5,5,,
,,,,,,,,,,111 - Matemática,0,0,5,5,,
MATA51,2,TEORIA DA COMPUTAÇÃO,,,14:50 - 16:40,,14:50 - 16:40,,,112 - Ciência da Computação,0,0,45,45,4,SUB 01
MATA52,1,ANÁLISE E PROJETO DE ALGORITMOS,,,16:40 - 18:30,,16:40 - 18:30,,,112 - Ciência da Computação,0,0,40,40,4,Rafael
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,20,20,,
MATA53,1,TEORIA DOS GRAFOS,,,14:50 - 16:40,,14:50 - 16:40,,,112 - Ciência da Computação,0,0,40,40,4,Felipe
,,,,,,,,,,116 - Estatística,0,0,1,1,,
,,,,,,,,,,183 - Matemática - Noturno,0,0,4,4,,
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,5,5,,
,,,,,,,,,,111 - Matemática,0,0,5,5,,
MATA54,1,ESTRUTURAS DE DADOS E ALGORITMOS II,,14:50 - 16:40,,14:50 - 16:40,,,,112 - Ciência da Computação,0,0,40,40,4,George
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,10,10,,
MATA55,1,PROGRAMAÇÃO ORIENTADA A OBJETOS,,14:50 - 16:40,,14:50 - 16:40,,,,112 - Ciência da Computação,0,0,45,45,4,Rita Suzana
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATA55,2,PROGRAMAÇÃO ORIENTADA A OBJETOS,,18:30 - 20:20,,18:30 - 20:20,,,,195 - Sistemas de Informação - Noturno,0,0,15,15,4,SUB 04
,,,,,,,,,,196 - Computação - Noturno,0,0,10,10,,
,,,,,,,,,,188 - Eng.de Controle e Automação de Processos,0,0,5,5,,
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,17,17,,
,,,,,,,,,,111 - Matemática,0,0,3,3,,
MATA56,1,PARADIGMAS DE LINGUAGENS DE PROGRAMAÇÃO,,18:30 - 20:20,,18:30 - 20:20,,,,112 - Ciência da Computação,0,0,40,40,4,Manoel Mendonca
,,,,,,,,,,195 - Sistemas de Informação - Noturno,0,5,5,10,,
MATA56,2,PARADIGMAS DE LINGUAGENS DE PROGRAMAÇÃO,,,13:00 - 14:50,,13:00 - 14:50,,,195 - Sistemas de Informação - Noturno,0,5,20,25,4,SUB 04
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,5,5,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATA57,1,LABORATÓRIO DE PROGRAMAÇÃO I,,,,,,14:50 - 17:35,,112 - Ciência da Computação,0,0,45,45,3,Karl
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATA57,2,LABORATÓRIO DE PROGRAMAÇÃO I,,,,,17:35 - 20:20,,,188 - Eng.de Controle e Automação de Processos,0,0,25,25,3,Karl
,,,,,,,,,,195 - Sistemas de Informação - Noturno,0,0,20,20,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,3,3,,
,,,,,,,,,,"881 - Interdisci. em Ciênc., Tecno. e Inovação",0,0,2,2,,
MATA58,1,SISTEMAS OPERACIONAIS,,13:00 - 14:50,,13:00 - 14:50,,,,112 - Ciência da Computação,0,0,40,40,4,Maycon
,,,,,,,,,,"881 - Interdisci. em Ciênc., Tecno. e Inovação",0,0,5,5,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATA58,2,SISTEMAS OPERACIONAIS,,,18:30 - 20:20,,18:30 - 20:20,,,186 - Engenharia da Computação - Noturno,0,0,25,25,4,SUB 03
,,,,,,,,,,195 - Sistemas de Informação - Noturno,0,0,20,20,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATA59,1,REDES DE COMPUTADORES I,,16:40 - 18:30,,16:40 - 18:30,,,,112 - Ciência da Computação,0,0,35,35,4,Leobino
,,,,,,,,,,195 - Sistemas de Informação - Noturno,0,0,10,10,,
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,10,10,,
MATA59,2,REDES DE COMPUTADORES I,,,18:30 - 20:20,,18:30 - 20:20,,,195 - Sistemas de Informação - Noturno,0,0,30,30,4,Bruno
,,,,,,,,,,196 - Computação - Noturno,0,0,15,15,,
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,15,15,,
MATA60,1,BANCO DE DADOS,,,16:40 - 18:30,,16:40 - 18:30,,,112 - Ciência da Computação,0,0,45,45,4,Daniela
MATA60,2,BANCO DE DADOS,,,18:30 - 20:20,,18:30 - 20:20,,,195 - Sistemas de Informação - Noturno,0,0,30,30,4,Robespierre
,,,,,,,,,,196 - Computação - Noturno,0,0,10,10,,
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,10,10,,
MATA61,1,COMPILADORES,,16:40 - 18:30,,16:40 - 18:30,,,,112 - Ciência da Computação,0,0,40,40,4,SUB 01
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,10,10,,
MATA62,1,ENGENHARIA DE SOFTWARE I,,,16:40 - 18:30,,16:40 - 18:30,,,112 - Ciência da Computação,0,0,40,40,4,Cláudio
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,5,5,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATA62,2,ENGENHARIA DE SOFTWARE I,,,20:20 - 22:10,,20:20 - 22:10,,,195 - Sistemas de Informação - Noturno,0,0,25,25,4,SUB 04
,,,,,,,,,,196 - Computação - Noturno,0,0,25,25,,
MATA63,1,ENGENHARIA DE SOFTWARE II,,16:40 - 18:30,,16:40 - 18:30,,,,112 - Ciência da Computação,0,0,40,40,4,Rodrigo
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
,,,,,,,,,,195 - Sistemas de Informação - Noturno,0,0,5,5,,
MATA63,2,ENGENHARIA DE SOFTWARE II,,,18:30 - 20:20,,18:30 - 20:20,,,196 - Computação - Noturno,0,0,10,10,4,SUB 04
,,,,,,,,,,195 - Sistemas de Informação - Noturno,0,0,10,10,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,10,10,,
MATA64,1,INTELIGÊNCIA ARTIFICIAL,,,14:50 - 16:40,,14:50 - 16:40,,,112 - Ciência da Computação,0,0,45,45,4,Tatiane
MATA64,2,INTELIGÊNCIA ARTIFICIAL,,18:30 - 20:20,,18:30 - 20:20,,,,195 - Sistemas de Informação - Noturno,0,0,25,25,4,Ricardo
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,5,5,,
,,,,,,,,,,189 - Interdisciplinar em Ciência e Tecno.-NOT,0,0,5,5,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
,,,,,,,,,,"881 - Interdisci. em Ciênc., Tecno. e Inovação",0,0,5,5,,
MATA65,1,COMPUTAÇÃO GRÁFICA,,14:50 - 16:40,,14:50 - 16:40,,,,112 - Ciência da Computação,0,0,40,40,4,Apolinário
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,10,10,,
MATA76,1,LINGUAGENS PARA APLICAÇÃO COMERCIAL,,,,,20:20 - 22:10,Combinar,,195 - Sistemas de Informação - Noturno,0,0,40,40,3,SUB 02
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
,,,,,,,,,,112 - Ciência da Computação,0,0,5,5,,
MATB02,1,QUALIDADE DE SOFTWARE,,,,,,18:30 - 21:15,,195 - Sistemas de Informação - Noturno,0,0,15,15,3,Cláudio
,,,,,,,,,,112 - Ciência da Computação,0,0,10,10,,
,,,,,,,,,,196 - Computação - Noturno,0,0,10,10,,
MATB09,1,LABORATÓRIO DE BANCO DE DADOS,,,20:20 - 22:10,,,Combinar,,195 - Sistemas de Informação - Noturno,0,0,35,35,3,Robespierre
,,,,,,,,,,112 - Ciência da Computação,0,0,10,10,,
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
MATB19,1,SISTEMAS MULTIMÍDIA,,,18:30 - 20:20,,18:30 - 20:20,,,195 - Sistemas de Informação - Noturno,0,0,25,25,4,Danilo
,,,,,,,,,,196 - Computação - Noturno,0,0,10,10,,
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,5,5,,
MATC73,1,INTRODUÇÃO À LÓGICA MATEMÁTICA,,,20:20 - 22:10,,20:20 - 22:10,,,195 - Sistemas de Informação - Noturno,0,0,25,25,4,Steffen
,,,,,,,,,,196 - Computação - Noturno,0,0,25,25,,
MATC82,1,SISTEMAS WEB,,,,20:20 - 22:10,,20:20 - 22:10,,195 - Sistemas de Informação - Noturno,0,0,27,27,4,SUB 02
,,,,,,,,,,196 - Computação - Noturno,0,0,18,18,,
,,,,,,,,,,112 - Ciência da Computação,0,0,5,5,,
MATC84,1,LABORATÓRIO DE PROGRAMAÇÃO WEB,,20:20 - 22:10,,Combinar,,,,195 - Sistemas de Informação - Noturno,0,0,30,30,3,Fred
,,,,,,,,,,112 - Ciência da Computação,0,0,10,10,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
MATC89,1,APLICAÇÕES PARA DISPOSITIVOS MÓVEIS,,,,18:30 - 20:20,,18:30 - 20:20,,195 - Sistemas de Informação - Noturno,0,0,20,20,4,Rodrigo
,,,,,,,,,,112 - Ciência da Computação,0,0,15,15,,
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
,,,,,,,,,,"881 - Interdisci. em Ciênc., Tecno. e Inovação",0,0,2,2,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,8,8,,
MATC90,1,CIRCUITOS DIGITAIS E ARQUITETURA DE COMPUTADORES,,,,20:20 - 22:10,,20:20 - 22:10,,195 - Sistemas de Informação - Noturno,0,0,25,25,4,SUB 03
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,10,10,,
,,,,,,,,,,"881 - Interdisci. em Ciênc., Tecno. e Inovação",0,0,5,5,,
,,,,,,,,,,188 - Eng.de Controle e Automação de Processos,0,1,9,10,,
MATC92,1,FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO,,,,18:30 - 20:20,,18:30 - 20:20,,195 - Sistemas de Informação - Noturno,0,0,30,30,4,SUB 02
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
,,,,,,,,,,"881 - Interdisci. em Ciênc., Tecno. e Inovação",0,0,5,5,,
,,,,,,,,,,112 - Ciência da Computação,0,0,5,5,,
MATC94,1,INTRODUÇÃO AS LINGUAGENS FORMAIS E TEORIA DA COMPUTAÇÃO,,20:20 - 22:10,,20:20 - 22:10,,,,195 - Sistemas de Informação - Noturno,0,0,20,20,4,SUB 01
,,,,,,,,,,196 - Computação - Noturno,0,0,10,10,,
MATC99,1,SEGURANÇA E AUDITORIA DE SISTEMAS DE INFORMAÇÃO,,,20:20 - 22:10,,20:20 - 22:10,,,195 - Sistemas de Informação - Noturno,0,0,25,25,4,Leobino
,,,,,,,,,,112 - Ciência da Computação,0,0,10,20,,
MATD02,1,TÓPICOS EM SISTEMAS DE INFORMAÇÃO,,,,,18:30 - 20:20,Combinar,,195 - Sistemas de Informação - Noturno,0,0,5,5,3,Cláudio (2H) + SUB 02 (1H)
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
,,,,,,,,,,112 - Ciência da Computação,0,0,5,5,,
MATD04,1,ESTRUTURAS DE DADOS,,,18:30 - 20:20,,18:30 - 20:20,,,195 - Sistemas de Informação - Noturno,0,0,20,20,4,Flávio
,,,,,,,,,,196 - Computação - Noturno,0,0,25,25,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
MATF34,1,ACCS:PROGRAMAÇÃO COMPETITIVA-COMPUTAÇÃO PARA ALUNOS,,,,,,,13:55 - 17:35,112 - Ciência da Computação,0,0,25,25,4,Rubisley
,,,,,,,,,,195 - Sistemas de Informação - Noturno,0,0,20,20,,
,,,,,,,,,,196 - Computação - Noturno,0,0,5,5,,
,,,,,,,,,,190 - Interdisciplinar em Ciência e Tecnologia,0,0,5,5,,
,,,,,,,,,,186 - Engenharia da Computação - Noturno,0,0,5,5,,
TURMAS,63,,,,,,,,,,VAGAS,,,3033,,
